,text,label
4699,what us state are the finger lakes in,11
4700,how big is the largest diamond,33
4701,why can not you taste anything when you have a cold,9
4702,what term means a sexual attraction between a male and a female,21
4703,who is william wordsworth,34
4704,what is the mascot for notre dame university,14
4705,woodrow wilson served as president of what university,5
4706,what was the name of the ball game played by the mayans,30
4707,what does the blue ribbon stand for,3
4708,why do some people have two different color eyes,9
4709,what 1981 candice bergenjacqueline bisset movie was a remake of 1943 s old acquaintance,1
4710,why did egyptians shave their eyebrows,9
4711,what stereo manufacturer is slightly ahead of its time,5
4712,where is the world s most active volcano located,16
4713,who lives at 24 sussex drive ottawa,4
4714,how loud is thunder,37
4715,when were fish first believed to be found on earth,8
4716,what was the previous name for the commonwealth,5
4717,what do camels store in their humps,14
4718,what is the name of kevin costner s movie about sioux indians,1
4719,what was the birthplace of edgar allen poe,16
4720,what firstaid product helps the hurt stop hurting,27
4721,when did spielberg direct jaws,8
4722,what percentage of the world s plant and animal species can be found in the amazon forests,41
4723,how is the element strontium purified,0
4724,why does it snow,9
4725,what is the bear of beers,2
4726,where did the myth of santa claus originate,16
4727,who was the first woman golfer to earn a million,4
4728,what is the history of the soft drink mr pibb,12
4729,who was thucydides,34
4730,what is tyvek,7
4731,what does appropriates money mean,7
4732,what is the name of joan jett s band,5
4733,why did the world enter a global depression in 1929,9
4734,how do you do a topic outline,0
4735,what is sound,7
4736,what illfated craft was captained by ernst lehmann,47
4737,why were the american soldiers in wwi called doughboys,9
4738,what lake in scotland is said to hold one or more monsters,16
4739,who is the richest woman in the world,4
4740,who took over as conductor of the boston pops after arthur fiedler s long reign,4
4741,what is a wet dream,7
4742,who played the part of the godfather in the movie the godfather,4
4743,what was the dead man s hand,7
4744,how many gallons of paint does it take to paint the golden gate bridge,13
4745,what is the origin of thank you notes,12
4746,who is the creator of the muppets,4
4747,where does tuberculosis come from,16
4748,what is grenada s main commodity export,14
4749,how many beanie baby sites are there,13
4750,how many cullions does a male have,13
4751,how did the bikini bathing suite get its name,0
4752,what card game can feature dealer s choice,30
4753,what north american city sprouts the most parking meters,22
4754,what part did benjamin franklin play in the development of the newspaper in america,4
4755,what date did man first land on the moon,8
4756,who wrote the look of love after viewing ursula andress,4
4757,what colorful sea s region does greek legend say the amazons lived near,16
4758,what country was hitler the chancellor of,19
4759,what organization has a security council,5
4760,what are the four largest mountain ranges on the asian continent,25
4761,what sunblasted 14mile wide valley is just north of the mojave desert,16
4762,what is the abbreviation of the national bureau of investigation,36
4763,what architect originated the glass house designed the chicago federal center had a philosophy of less is more and produced plans that were the forerunner of the california ranch house,4
4764,what fowl grabs the spotlight after the chinese year of the monkey,2
4765,what is the location of edinburgh scotland,16
4766,what are the nordic nations,19
4767,what is been the ruin of many a poor boy in new orleans,14
4768,why do people shake hands to show friendliness,9
4769,how many colors are there in the spectrum,13
4770,what color were their horses,20
4771,what do the number 1 2 and 4 mean on dr pepper bottles,7
4772,which area produces the least acidic coffee,16
4773,where does your hair grow the fastest,23
4774,what is the definition of low island,7
4775,what is the most efficient way to start a barbeque,32
4776,cnn is an acronym for what,3
4777,where does the tennis star stefan edberg come from,16
4778,who was chairman of the senate select committee that tried to get to the bottom of watergate,4
4779,what is a softball made of,29
4780,how has tv affected our society,0
4781,why do we ask for the check and not the bill at a restaurant,9
4782,when did the royal wedding of prince andrew and fergie take place,8
4783,what british female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and 50s,4
4784,how is energy created,0
4785,who first broke the sound barrier,4
4786,when did the neanderthal man live,8
4787,what sea did the romans call mare nostrum,16
4788,what is the abbreviation of the company name general motors,36
4789,how much does the president get paid,26
4790,who invented the toothbrush,4
4791,where did ty cobb grow up,16
4792,what is the largest letter in salvador dali s signature,15
4793,what was the name of the peace agreement imposed on germany after world war i,14
4794,what english word has the most letters,39
4795,who was the pride of the yankees,4
4796,what european country abandoned postage stamps in 1923 because printing them cost more than their face value,19
4797,when was dubai s first concrete house built,8
4798,what city boasts penn s landing on the banks of the delaware river,22
4799,who is the director of intergovernmental affairs for the san diego county,4
4800,cpr is the abbreviation for what,3
4801,what is a fear of insanity,24
4802,how do you find the area of a circle,0
4803,what is the meaning of the name ella,7
4804,what does an ashenfaced eidologist search out the existence of,14
4805,what president became chief justice after his presidency,4
4806,what does an edentulous smile lack,14
4807,what makes a tornado turn,9
4808,what became the biggest cash crop in the us in 1983 surpassing corn,18
4809,what famed gangland slaughter cut into the membership of bugs moran s outfit,10
4810,what are different products of petroleum,27
4811,how many airline schools are there in the us,13
4812,what is a synonym for aspartame,21
4813,what was eduard shevardnadze s job in the soviet union,6
4814,what percent of world s fresh water is found in canada,41
4815,what product does mrs olsen promote,27
4816,what is dtmf,3
4817,what is the internet2,7
4818,what does the word meta mean,7
