,label_ind,label,text
23234,6,worry,epiphora i would have read it but i am not sure you would have wanted my opinion
23235,3,happiness,looking forward to bens baseball game tonight
23236,9,surprise,will play quake3 in 3min
23237,7,neutral,rockeye you are always amusing
23238,7,neutral,ddlovato oh i see thanks for replying anyway how are you
23239,10,sadness,fotowala nice your book will be a ready reckoner for new stuff next time i am there
23240,6,worry,i miss my boyfriend so much like you do not even know but in 2 hours i will see his oval face
23241,1,fun,melaniefresh27 yep tomorrow night 1030 just saw the ad squeals loved this season
23242,10,sadness,well i am gonna go now goodbye all
23243,7,neutral,searching for wavy hairstyle
23244,3,happiness,piyushranjan did i ever mention what a nice and awesome dude you are
23245,7,neutral,woke up and it is bank holiday monday so no college got a text from tom via jasons mobile earlier today so i am hoping they turned up
23246,6,worry,it is going to be a good week
23247,12,love,listening to some music kate voegele is really great
23248,7,neutral,garthk cheers for the aptism link
23249,12,love,before you wake we sink ships photography exhibition is online httptinyurlcomdfs7fy please have a look
23250,3,happiness,mint choc ice cream whilst studyingnow thats good
23251,6,worry,now going to watch the brand new episode of the hills cant wait
23252,1,fun,emnorm ha ha no will be thankful i am not dragging them up a mountain today
23253,9,surprise,macaronigirl im soooo intrigued i want to try this weekend kaya lang baka maaddict ako
23254,3,happiness,good episode of top gear tonight
23255,9,surprise,torrirawr omg apparantley green day are touring here in decemberwe are so going
23256,3,happiness,with that said i am out til later enjoy your day everyone
23257,12,love,hiya i am good thankshow is yourselfdoin anything nice today
23258,3,happiness,lapix thanks ennio
23259,0,hate,coollike quotand i am packing your angry eyes just incasequot
23260,5,relief,andreaheartscgh ooo thanks for the danger radio link loves ithow did the test go
23261,12,love,bout to go to bed pretty good day for a monday
23262,3,happiness,caught on google street view httptwitzapcomuaw4 a couple of good ones
23263,12,love,jennettemccurdy i lllooovvveee icarly
23264,7,neutral,beccaroo you are welcome
23265,5,relief,boffy my sympathies been here 20 minutes and had enough will escape soon
23266,7,neutral,i am in french and we do not have a teacher one hour left til school ends
23267,6,worry,in a rush lunchtime anyway
23268,7,neutral,julierockaholic stephen king fo sho
23269,1,fun,harlequinne haha neither am i it does not matter though you guys do what you want
23270,6,worry,morning just going to destroy a few more trees in aid of research
23271,6,worry,learymay oooh that is right by the zoo think in 2 months time that could be our regular other meeting place
23272,5,relief,heyuguysblog no i have not had chance to watch that yetgoing to have to get hold of it thanks for the tip
23273,3,happiness,i am wondering how big the rumored new large screen kindle will be httpisgdwyfi and when we can start seeing k12 textbooks on it
23274,7,neutral,khanserai why that is a halo
23275,5,relief,lifesavvychic i appreciate your kind words i am glad that the words resonate with you
23276,7,neutral,is about to go duster shoppping in greenhills with my mom for balikbayans
23277,3,happiness,is feeling very happy despite the amount of work that i need to do today happy times
23278,6,worry,emmajaney ohh yeah well im sick today so i win
23279,1,fun,followsavvy followmandy heyyhooheyhey
23280,7,neutral,darklord1 even more so bc i drove their asses to chandler which is why i am just now getting home an hour and a half later lol
23281,10,sadness,waaaa i ran my machine problem yeah
23282,10,sadness,eating breakfast getting ready to go to school
23283,9,surprise,have just bought a tv tuner for my laptop he he i deserve a present
23284,7,neutral,rt michaeldunlop 30 cool things for successful entrepreneurs to do httpbitly8w7iq please share
23285,0,hate,gooooodnight i fully gave up on my english pride and prejudice love the movie hate the book
23286,6,worry,silmy bandung my hehe but i am home now
23287,12,love,and happy star wars day
23288,3,happiness,namaste hooray for monday undaunted by a 3am wakeup i consider it is 9am in london and feel justified bright side to everything
23289,12,love,erikarhanetan yeah i did i remember it na i did watch it before
23290,6,worry,craigend i only do computers am hopeless at everything else
23291,7,neutral,idiotatgameszombie you are welcome thnks for the follow back stonedbuzz idiot
23292,12,love,idiotattux11 that is cool thnks for the follow techyuppie idiot
23293,7,neutral,jeejee99 dat klinkt erg enthousiast
23294,7,neutral,joshroyse josh excuse me but at what time is it going to begin
23295,2,enthusiasm,sonjanorwood hey mom
23296,9,surprise,still in the news roomhowever with audio to turn around just grabbed a tea looking forward to after 1 when i get out in this rain
23297,5,relief,it worked cool and the gang
23298,10,sadness,iamdiddy if i knew it was gonna be this kind of party i would have stuck my dick in the mashed potatoes
23299,6,worry,collage what is feminism
23300,3,happiness,on my way home i think i am over him
23301,7,neutral,me hice una maruchan
23302,7,neutral,robfindlay httptinyurlcomd4l3oe desktop wallpaper like the inside of a monitor
23303,7,neutral,sylvied school trip to phuket thailand i was 12 while living in singapore
23304,6,worry,dipfico hmmm wrong link ignore my tweet
23305,7,neutral,hello twitter
23306,3,happiness,guybatty yesit is beautiful and i am fortunate to live in the thick of itvery relaxing
23307,7,neutral,grinning like a cheshire cat happy as hell they made my day
23308,12,love,morning all have a blessed day
23309,1,fun,ireal well alright but dollhouse is still fricking awesome elishas performance in last weeks episode sold me there too finally
23310,7,neutral,ashleno no go rove go the mcmanus adam is cool tho
23311,12,love,fuzzy2230 anyways have a severe headache ryt now i jst love dis cup of tea i made me self its makin the headache go away
23312,3,happiness,inkcircles thank you
23313,9,surprise,philnash badumtish you win
23314,7,neutral,jrmxsoccerx2x ahh retweet everything i say
23315,7,neutral,shaddybabybitch hello there
23316,7,neutral,robbieeeee aha ok i might see you there yano
23317,7,neutral,can not wait till friday leave school at 1015 and party at manor heath for the rest of the day
23318,3,happiness,quinland lmao yes its on the 27th i get so excited lol
23319,3,happiness,katoi awww a very happy birthday to him
23320,3,happiness,nikkiwoods no problem i think it is a great thing to reflect on
23321,7,neutral,prgirl i still think everyone using twitter now is an early adopter but yes the underscore does not look so cool
23322,6,worry,lauvanexel ramoso just dont understand what is it got to do with me i am just a nice girl
23323,12,love,darcevarchy re novel will keep you posted
23324,6,worry,superrichguy werd that is very true
23325,7,neutral,i am going to start using 1password for fast access to mtwittercom at school
23326,3,happiness,gooodmorning people of earth
23327,7,neutral,woywegian hello there hope your over your flu now
23328,12,love,you belong with me may be my favourite music video ever and lucas till makes it just that little bit better
23329,3,happiness,ckanal funny you should sayam filling it out as we speak cheers
23330,12,love,going on a picnic with my dad atleast i persauded him out of the idea of walking amp cycling yum special k
23331,1,fun,can you dig it sucka booker t former wwe wrestler
23332,1,fun,looking at tabs for all of the quotboys like girlsquot songs
23333,7,neutral,looking for people
23334,5,relief,tialebott haha you are just as bad as i am well perhaps a little less retarded i am attempting to knit myself gloves this winter
23335,12,love,lostgirl66 yeah it is a bit 80s silly at points but i love it
23336,6,worry,lamebirdie aw its okay tht happened wid me tooam so glad thts over nowam not helpin here am ilol thnx for postin wmiad loved it
23337,1,fun,sallye u work hard sally not sure i can muscle up the courage to go on my own it will be hard without you laughing at my unconess
23338,1,fun,playing sudoku while mommy makes me breakfast amp lunch
23339,3,happiness,chromasia i saw your tweet minutes before going to lunch decided to skip that today thanks for saving me the money speedy recovery
23340,9,surprise,about to take a shower then see how annas doing
23341,7,neutral,understood well best of luck
23342,3,happiness,fallenstar i got 71 that is more than i am following i feel special now
23343,7,neutral,hey guys this is group for people who belong to quotpune institute of compute technologyquot college pune via httptwibescomgrouppict
23344,7,neutral,alphonso milkshake in the morning lassi in the afternoon and fresh nimbupaani in the eveningsummers can be fun
23345,8,empty,afwife08 nope not comin up 2nite gurl
23346,12,love,i need a break pfff work sucksss will be in myrtle beach sc in 45 days things like that make me soooo happy woeiwoeiwoei
23347,2,enthusiasm,jeanettewang nice that would be a feat for methe husbands out clocking some miles for sundown too
